Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Vehicle Speed (mph),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),MAF/SD Blend Percentage (%),Manifold Relative Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V)
476078,14.81,13.84,183,894,74.90,14.00,1.53,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
476153,14.81,13.84,183,896,74.90,13.50,1.53,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
476224,14.93,13.76,183,901,74.90,13.00,1.54,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
476296,14.70,13.84,183,903,74.90,13.00,1.54,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
476369,14.70,13.84,183,892,74.90,14.00,1.52,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
476442,14.81,13.84,183,896,74.90,14.00,1.53,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
476515,14.70,13.84,183,905,74.90,13.00,1.53,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
476589,14.81,13.84,183,904,74.90,13.00,1.54,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
476662,14.81,13.84,183,909,74.90,12.50,1.54,26,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
476735,14.93,13.84,183,893,74.90,14.00,1.52,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.87,3.88,0.00,0.54
476808,14.81,13.84,183,898,74.90,13.50,1.53,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
476880,14.93,13.84,183,886,74.90,13.50,1.51,26,0.00,4.93,0.00,0,0.27,0.00,0.0,-9.72,3.93,0.00,0.54
476954,14.93,13.84,183,892,74.90,14.00,1.52,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
477026,14.81,13.84,183,898,74.90,13.50,1.53,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
477099,15.04,13.84,183,910,74.90,12.00,1.54,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
477173,14.81,13.92,183,908,74.90,12.50,1.55,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
477245,15.04,13.84,183,911,74.90,12.00,1.55,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
477318,14.81,13.92,183,899,74.90,13.50,1.56,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
477392,14.93,13.84,183,901,74.90,13.00,1.54,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
477465,14.81,13.84,183,904,74.90,13.00,1.54,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
477538,14.93,13.84,183,913,74.90,12.00,1.56,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
477610,14.93,13.92,183,908,74.90,13.00,1.55,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
477683,14.81,13.92,183,905,74.90,13.00,1.54,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.85,0.00,0.54
477755,14.81,13.92,183,903,74.90,13.00,1.53,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
477830,14.81,13.84,183,906,74.90,13.00,1.54,26,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
477902,15.04,13.92,183,908,74.90,13.00,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
477975,14.81,13.92,183,909,74.90,12.50,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
478048,15.04,13.84,183,907,74.90,13.00,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
478121,14.93,13.84,183,900,74.90,13.50,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
478194,14.93,13.84,183,902,74.90,13.50,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
478267,15.04,13.76,183,901,74.90,13.50,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
478340,14.81,13.84,183,903,74.90,13.00,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
478414,14.93,13.76,183,912,74.90,12.00,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
478487,14.81,13.84,183,910,74.90,12.50,1.56,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
478560,14.81,13.68,183,912,74.90,12.50,1.55,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
478632,14.70,13.84,183,913,74.90,12.50,1.56,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.87,3.88,0.00,0.54
478705,14.81,13.84,183,911,74.90,13.00,1.55,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.87,3.88,0.00,0.54
478778,14.70,13.76,183,906,74.90,13.00,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
478852,14.81,13.84,183,902,74.90,13.50,1.54,27,0.00,4.93,0.00,0,0.27,0.00,0.0,-9.72,3.93,0.00,0.54
478924,14.81,13.68,183,893,74.90,14.50,1.52,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
478998,14.70,13.84,183,906,74.90,13.00,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
479071,14.81,13.76,183,904,74.90,13.00,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
479143,14.70,13.84,183,905,74.90,13.00,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
479217,14.93,13.84,183,912,74.90,12.50,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
479289,14.70,13.84,183,909,74.90,13.50,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
479363,14.81,13.84,183,912,74.90,13.00,1.56,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.87,3.93,0.00,0.54
479436,14.70,13.76,183,911,74.90,13.00,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
479508,14.81,13.84,183,912,74.90,13.00,1.56,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
479581,14.70,13.76,183,904,74.90,13.50,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
479654,14.81,13.84,183,897,74.90,14.00,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
479727,14.70,13.84,183,905,74.90,13.50,1.53,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
479800,14.81,13.84,183,891,74.90,15.00,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
479873,14.70,13.84,183,898,74.90,14.00,1.53,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
479947,14.93,13.84,183,902,74.90,13.50,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
480019,14.81,13.92,183,913,74.90,12.50,1.56,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
480093,14.93,13.84,183,913,74.90,12.50,1.56,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.87,3.91,0.00,0.54
480165,14.93,13.84,183,910,74.90,13.00,1.55,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.87,3.88,0.00,0.54
480238,14.81,13.92,183,897,74.90,14.00,1.53,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.87,3.91,0.00,0.54
480312,14.93,13.84,183,899,74.90,14.00,1.53,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
480384,14.81,13.84,183,904,74.90,13.50,1.53,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
480457,14.93,13.84,183,903,74.90,13.50,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
480530,14.81,13.92,183,920,74.90,11.50,1.57,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
480604,14.93,13.84,183,908,74.90,13.00,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.88,0.00,0.54
480676,14.81,13.84,183,902,74.90,14.00,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
480750,14.93,13.84,183,908,74.90,13.00,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
480822,14.93,13.84,183,905,74.90,13.50,1.54,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
480895,14.81,13.84,183,909,74.90,13.00,1.53,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
480968,14.93,13.84,183,907,74.90,13.00,1.55,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.87,3.91,0.00,0.54
481041,14.81,13.84,183,916,74.90,12.50,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
481114,14.93,13.84,183,902,74.90,14.00,1.56,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
481187,14.81,13.84,183,910,74.90,13.00,1.55,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
481259,14.93,13.84,183,913,74.90,13.00,1.56,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.87,3.95,0.00,0.54
481332,14.81,13.84,183,917,74.90,12.50,1.57,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.87,3.93,0.00,0.54
481406,14.93,13.84,183,917,74.90,12.50,1.56,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.87,3.93,0.00,0.54
481479,14.93,13.84,183,922,74.90,12.00,1.57,27,0.00,4.79,0.00,0,0.25,0.00,0.0,-9.87,3.91,0.00,0.54
481552,14.81,13.84,183,902,74.90,14.00,1.55,27,0.00,4.79,0.00,0,0.26,0.00,0.0,-9.87,3.88,0.00,0.54
481625,14.93,13.76,183,889,74.90,15.50,1.54,27,0.00,4.93,0.00,0,0.27,0.00,0.0,-9.87,3.98,0.00,0.54
481698,14.81,13.84,183,898,74.90,14.50,1.52,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
481772,14.93,13.76,183,904,74.90,14.00,1.53,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.93,0.00,0.54
481844,14.81,13.84,183,916,74.90,12.50,1.56,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.72,3.91,0.00,0.54
481917,14.81,13.84,183,914,74.90,13.00,1.56,27,0.00,4.93,0.00,0,0.25,0.00,0.0,-9.72,3.91,0.00,0.54
481991,14.70,13.76,183,930,74.90,11.50,1.59,27,0.00,5.08,0.00,0,0.25,0.00,0.0,-9.58,3.88,0.00,0.54
482063,14.81,13.84,183,910,74.90,13.50,1.55,27,0.00,5.08,0.00,0,0.25,0.00,0.0,-9.58,3.88,0.00,0.54
482135,14.93,13.76,183,912,74.90,13.00,1.56,27,0.00,5.08,0.00,0,0.26,0.00,0.0,-9.58,3.88,0.00,0.54
482209,15.04,13.84,183,912,74.90,13.00,1.53,27,0.00,5.08,0.00,0,0.26,0.00,0.0,-9.58,3.91,0.00,0.54
482282,15.16,13.76,183,916,74.90,13.00,1.56,27,0.00,5.08,0.00,0,0.26,0.00,0.0,-9.58,3.93,0.00,0.54
482355,15.27,13.84,183,918,74.90,13.00,1.56,27,0.00,5.08,0.00,0,0.26,0.00,0.0,-9.58,3.91,0.00,0.54
482428,15.50,13.76,183,922,74.90,12.50,1.57,27,0.00,5.08,0.00,0,0.26,0.00,0.0,-9.58,3.98,0.00,0.54
482501,15.50,13.84,183,940,74.90,10.50,1.61,27,0.00,4.93,0.00,0,0.26,0.00,0.0,-9.58,4.00,0.00,0.56
482574,15.73,13.84,183,938,74.90,11.00,1.80,27,0.00,4.93,0.39,0,0.27,0.00,0.0,-9.72,4.14,0.00,0.56
482647,15.62,13.76,183,941,74.90,10.50,1.81,27,0.00,5.08,0.78,0,0.28,0.00,0.0,-9.58,4.36,0.00,0.58
482720,15.62,13.92,183,954,74.90,9.50,1.83,27,0.00,5.08,1.18,0,0.30,0.00,0.0,-9.58,4.66,0.00,0.58
482794,15.39,13.84,183,973,74.90,8.00,1.87,27,0.00,5.22,1.96,0,0.32,0.00,0.0,-9.43,4.88,0.00,0.62
482866,15.50,13.84,183,1033,74.90,15.00,2.35,27,0.00,5.22,2.35,0,0.34,0.00,0.0,-9.43,5.48,0.00,0.62
482938,15.16,13.84,183,1067,74.90,15.50,2.42,27,0.00,5.51,3.14,0,0.35,0.00,0.0,-9.29,6.26,0.00,0.64
483012,15.16,13.84,183,1102,74.90,16.50,2.50,27,0.00,5.66,3.53,0,0.37,0.00,0.0,-9.14,6.62,0.00,0.66
483085,14.70,13.92,183,1141,74.90,18.50,2.92,27,0.00,5.95,3.92,0,0.39,0.00,0.0,-9.00,7.41,0.00,0.68
483158,13.67,13.84,183,1183,74.90,20.00,2.78,27,0.00,6.24,4.31,0,0.40,0.00,0.0,-8.71,7.98,0.00,0.68
483231,13.90,13.84,183,1206,74.90,21.00,2.83,27,0.00,6.38,4.71,0,0.41,0.00,0.0,-8.27,8.19,0.00,0.70
483305,13.55,13.84,183,1220,74.90,21.50,3.12,27,0.00,6.53,4.71,0,0.43,0.00,0.0,-8.13,8.65,0.00,0.70
483377,13.78,13.84,183,1236,74.90,22.00,3.16,27,0.00,6.67,4.71,0,0.44,0.00,0.0,-7.98,8.95,0.00,0.70
483450,14.24,13.84,183,1238,74.90,22.50,3.17,27,0.00,6.67,4.71,0,0.44,0.00,0.0,-7.98,9.04,0.00,0.70
483523,14.47,13.92,183,1250,74.90,23.00,3.17,27,0.00,6.82,5.10,0,0.45,0.00,0.0,-7.84,9.18,0.00,0.70
483596,14.81,13.92,183,1263,74.90,23.00,3.20,27,0.00,6.96,5.49,0,0.45,0.00,0.0,-7.69,9.44,0.00,0.72
483670,14.81,13.84,183,1274,74.90,23.50,3.50,27,0.00,7.11,5.49,0,0.46,0.00,0.0,-7.69,9.75,0.00,0.72
483743,14.81,13.92,183,1297,74.90,24.50,3.60,27,0.00,7.25,5.88,0,0.48,0.00,0.0,-7.55,10.23,0.00,0.74
483817,14.81,13.84,183,1312,74.90,25.00,3.64,27,0.00,7.25,5.88,0,0.47,0.00,0.0,-7.40,10.43,0.00,0.74
483889,14.93,13.92,183,1353,74.90,25.00,3.75,27,0.00,7.40,5.88,0,0.46,0.00,0.0,-7.25,10.45,0.00,0.74
483961,14.81,13.84,183,1378,74.90,26.00,3.82,27,0.00,7.40,5.88,0,0.45,0.00,0.0,-7.25,10.59,0.00,0.74
484034,14.81,13.84,183,1407,74.90,26.00,3.60,27,0.00,7.40,5.88,0,0.45,0.00,0.0,-7.25,10.59,0.00,0.74
484107,15.04,13.84,183,1441,74.90,27.00,3.62,27,0.00,7.40,5.88,1,0.44,0.00,0.0,-7.25,10.64,0.00,0.74
484181,15.27,13.84,183,1439,74.90,27.00,3.69,27,0.00,7.25,5.88,1,0.44,0.00,0.0,-7.40,10.59,0.00,0.74
484254,15.39,13.84,183,1443,74.90,27.00,3.68,27,0.00,7.25,5.88,1,0.44,0.00,0.0,-7.40,10.64,0.00,0.74
484326,15.39,13.84,183,1429,74.90,26.50,4.00,27,0.00,7.25,5.88,1,0.45,0.00,0.0,-7.40,10.69,0.00,0.74
484399,15.39,13.84,183,1399,74.90,26.00,3.88,27,0.00,7.25,5.88,1,0.46,0.00,0.0,-7.40,10.69,0.00,0.74
484472,15.27,13.84,183,1371,74.90,25.50,3.80,27,0.00,7.25,5.88,1,0.48,0.00,0.0,-7.40,10.64,0.00,0.74
484547,14.81,13.84,183,1312,74.90,25.00,3.64,27,0.00,7.25,5.88,1,0.49,0.00,0.0,-7.40,10.64,0.00,0.74
484618,14.59,13.92,183,1264,74.90,24.50,4.04,27,0.00,7.40,5.88,1,0.53,0.00,0.0,-7.25,10.74,0.00,0.74
484691,14.36,13.84,183,1183,74.90,23.50,3.79,27,0.00,7.55,5.88,1,0.58,0.00,0.0,-7.11,10.74,0.00,0.74
484765,13.90,13.92,183,1002,74.90,21.00,3.80,27,0.00,7.84,5.88,1,0.61,0.00,0.0,-6.82,10.74,0.00,0.74
484837,14.36,13.76,183,929,74.90,19.50,3.85,27,0.00,8.85,5.88,1,0.65,0.00,0.0,-6.38,10.64,0.00,0.74
484911,12.98,13.84,183,864,74.90,19.00,3.77,27,0.00,9.29,5.88,1,0.73,0.00,0.0,-5.80,10.59,0.00,0.74
484984,13.32,13.76,183,829,74.90,16.50,3.54,27,0.00,9.58,5.88,1,0.79,0.00,0.0,-5.37,10.64,0.00,0.74
485057,12.86,13.76,183,767,74.90,14.50,3.27,27,0.00,10.16,5.88,2,0.81,0.00,0.0,-4.50,10.48,0.00,0.74
485129,12.75,13.92,183,749,74.90,14.00,3.20,27,0.00,10.74,5.88,2,0.84,0.00,0.0,-3.92,10.45,0.00,0.74
485203,12.75,13.84,183,767,74.90,14.50,3.11,27,0.00,10.88,5.88,2,0.77,0.00,0.0,-3.77,10.38,0.00,0.74
485275,12.63,14.00,183,858,74.90,18.00,2.74,27,0.00,11.17,5.88,2,0.69,0.00,0.0,-3.48,10.19,0.00,0.74
485348,12.63,13.92,183,892,74.90,19.00,3.11,27,0.00,11.03,5.88,2,0.69,0.00,0.0,-3.63,10.38,0.00,0.74
485421,13.67,14.00,183,916,74.90,19.50,3.05,27,0.00,11.03,5.88,2,0.68,0.00,0.0,-3.63,10.43,0.00,0.74
485494,14.47,13.84,183,966,74.90,20.00,3.32,27,0.00,10.88,5.88,2,0.66,0.00,0.0,-3.77,10.48,0.00,0.74
485567,15.85,13.92,183,1045,74.90,21.00,3.30,27,0.00,10.59,5.88,3,0.64,0.00,0.0,-3.77,10.54,0.00,0.74
485640,16.19,13.76,183,1044,74.90,21.00,3.79,27,0.00,10.45,5.88,3,0.64,0.00,0.0,-4.06,10.59,0.00,0.74
485714,16.77,13.84,183,1084,74.90,21.50,3.93,27,0.00,10.30,5.88,3,0.62,0.00,0.0,-4.35,10.59,0.00,0.74
485787,16.65,13.84,183,1134,74.90,22.50,4.11,27,0.00,10.01,7.45,3,0.60,0.00,0.0,-4.64,10.74,0.00,0.78
485859,15.27,13.84,183,1162,74.90,23.00,3.96,27,0.00,9.87,8.63,3,0.68,0.00,0.0,-4.79,11.47,0.00,0.82
485933,15.27,13.84,183,1190,74.90,22.50,5.08,27,0.00,10.16,8.63,3,0.71,0.00,0.0,-4.50,14.01,0.00,0.82
486005,14.93,13.84,183,1298,74.90,23.50,4.75,27,0.00,10.45,8.63,4,0.68,0.00,0.0,-4.21,14.42,0.00,0.82
486078,14.93,13.84,183,1334,74.90,24.00,4.71,27,0.00,10.30,8.63,4,0.67,0.00,0.0,-4.21,14.90,0.00,0.82
486151,14.70,13.84,183,1323,74.90,23.50,4.84,27,0.00,10.30,8.63,4,0.67,0.00,0.0,-4.35,14.84,0.00,0.82
486224,14.81,13.84,183,1377,74.90,25.00,4.80,27,0.00,10.16,8.63,4,0.65,0.00,0.0,-4.35,14.91,0.00,0.82
486298,15.16,13.84,183,1439,74.90,25.50,5.22,27,0.00,10.01,9.02,4,0.64,0.00,0.0,-4.50,15.23,0.00,0.84
486370,15.73,13.84,183,1484,74.90,26.00,5.38,27,0.00,10.01,9.02,4,0.63,0.00,0.0,-4.64,15.30,0.00,0.84
486443,15.73,13.84,183,1504,74.90,26.50,5.45,27,0.00,9.87,9.02,4,0.63,0.00,0.0,-4.79,15.57,0.00,0.84
486516,15.50,13.92,183,1529,74.90,27.00,5.22,27,0.00,9.72,9.41,6,0.61,0.00,0.0,-4.93,15.78,0.00,0.84
486590,15.04,13.84,183,1584,74.90,28.00,5.41,27,0.00,9.72,9.41,6,0.60,0.00,0.0,-4.93,16.25,0.00,0.86
486663,15.04,13.92,183,1655,74.90,28.50,5.55,27,0.00,9.58,9.80,6,0.61,0.00,0.0,-5.08,16.46,0.00,0.86
486736,15.16,13.92,183,1672,74.90,28.50,6.00,27,0.00,9.43,9.80,6,0.61,0.00,0.0,-5.22,17.08,0.00,0.86
486810,15.27,13.84,183,1714,74.90,28.50,6.06,27,0.00,9.29,9.80,6,0.61,0.00,0.0,-5.22,17.59,0.00,0.86
486883,15.04,13.84,183,1749,74.90,29.00,5.97,27,0.00,9.14,9.80,6,0.60,0.00,0.0,-5.37,17.68,0.00,0.86
486955,15.04,13.92,183,1778,74.90,29.50,6.07,27,0.00,9.00,10.20,7,0.60,0.00,0.0,-5.51,17.90,0.00,0.86
487028,14.93,13.92,183,1810,74.90,29.50,6.18,27,0.00,9.00,10.20,7,0.60,0.00,0.0,-5.66,18.28,0.00,0.86
487101,15.04,13.84,183,1852,74.90,30.00,6.32,27,0.00,9.00,10.20,7,0.59,0.00,0.0,-5.66,18.28,0.00,0.86
487175,14.81,13.92,183,1886,74.90,30.50,6.44,27,0.00,8.85,10.20,7,0.59,0.00,0.0,-5.80,18.36,0.00,0.88
487248,14.70,13.84,183,1937,74.90,30.50,6.51,27,0.00,8.85,10.20,7,0.58,0.00,0.0,-5.80,18.59,0.00,0.88
487321,14.59,13.92,183,1987,74.90,30.50,6.61,27,0.00,8.85,10.20,7,0.57,0.00,0.0,-5.80,18.96,0.00,0.88
487393,14.59,13.84,183,2012,74.90,31.00,6.36,27,0.00,8.85,10.20,9,0.57,0.00,0.0,-5.80,18.88,0.00,0.88
487466,14.70,13.92,183,2041,74.90,31.50,6.44,27,0.00,8.71,10.20,9,0.56,0.00,0.0,-5.80,19.04,0.00,0.88
487539,14.70,13.92,183,2062,74.90,31.50,6.60,27,0.00,8.71,10.59,9,0.56,0.00,0.0,-5.95,19.42,0.00,0.88
487612,14.59,13.84,183,2086,74.90,32.00,6.68,27,0.00,8.71,10.59,9,0.56,0.00,0.0,-5.95,19.49,0.00,0.88
487686,14.70,13.84,183,2120,74.90,32.00,6.78,27,0.00,8.71,10.59,9,0.55,0.00,0.0,-5.95,19.58,0.00,0.88
487758,14.59,13.84,183,2150,74.90,32.00,6.88,27,0.00,8.71,10.98,9,0.56,0.00,0.0,-5.95,20.08,0.00,0.90
487831,14.59,13.84,183,2176,74.90,32.50,6.96,27,0.00,8.71,10.98,9,0.55,0.00,0.0,-5.95,20.08,0.00,0.90
487905,14.70,13.84,183,2243,74.90,32.50,7.12,27,0.00,8.56,10.98,11,0.55,0.00,0.0,-6.09,20.34,0.00,0.90
487977,14.81,13.84,183,2284,74.90,33.00,7.18,27,0.00,8.56,10.98,11,0.56,0.00,0.0,-6.09,21.11,0.00,0.90
488050,14.81,13.84,183,2296,74.90,32.50,7.31,27,0.00,8.56,10.98,11,0.57,0.00,0.0,-6.09,21.63,0.00,0.90
488124,14.70,13.84,183,2328,74.90,33.00,7.35,27,0.00,8.56,10.98,11,0.57,0.00,0.0,-6.09,21.98,0.00,0.90
488197,14.70,13.84,183,2358,74.90,32.50,8.05,27,0.00,8.71,11.37,11,0.57,0.00,0.0,-6.09,22.60,0.00,0.90
488270,14.81,13.84,183,2399,74.90,33.00,8.19,27,0.00,8.71,11.37,11,0.59,0.00,0.0,-5.95,23.46,0.00,0.90
488343,14.70,13.84,183,2425,74.90,32.50,8.28,27,0.00,8.85,11.37,11,0.60,0.00,0.0,-5.80,24.32,0.00,0.90
488416,14.70,13.84,183,2426,74.90,32.00,8.28,27,0.00,8.85,11.37,11,0.61,0.00,0.0,-5.80,24.69,0.00,0.92
488489,14.47,13.84,183,2470,74.90,32.50,8.43,27,0.00,8.85,11.37,11,0.60,0.00,0.0,-5.80,24.60,0.00,0.90
488562,14.70,13.84,183,2555,74.90,33.00,8.61,27,0.00,8.85,11.37,11,0.60,0.00,0.0,-5.80,24.99,0.00,0.90
488635,14.70,13.84,183,2552,74.90,33.00,8.72,27,0.00,8.71,11.37,11,0.60,0.00,0.0,-5.95,25.47,0.00,0.92
488708,14.70,13.84,183,2590,74.90,33.00,8.71,27,0.00,8.71,11.37,11,0.59,0.00,0.0,-5.95,25.67,0.00,0.92
488782,14.81,13.84,183,2652,74.90,33.00,9.05,27,0.00,8.71,11.37,11,0.58,0.00,0.0,-5.95,25.67,0.00,0.92
488854,14.59,13.84,183,2692,74.90,33.50,9.19,27,0.00,8.56,11.37,12,0.58,0.00,0.0,-5.95,25.67,0.00,0.92
488928,14.70,13.84,183,2700,74.90,33.50,9.22,27,0.00,8.56,11.37,12,0.58,0.00,0.0,-6.09,26.30,0.00,0.92
489001,14.81,13.84,183,2696,74.90,33.50,9.20,27,0.00,8.56,11.37,12,0.59,0.00,0.0,-6.09,26.30,0.00,0.92
489074,14.59,13.84,183,2704,74.90,33.50,9.23,27,0.00,8.56,11.37,12,0.59,0.00,0.0,-6.09,26.30,0.00,0.92
489148,14.59,13.84,183,2728,74.90,33.50,9.31,27,0.00,8.56,11.37,12,0.58,0.00,0.0,-6.09,26.51,0.00,0.92
489220,14.47,13.84,183,2761,74.90,33.50,8.82,27,0.00,8.56,11.37,12,0.58,0.00,0.0,-6.09,26.09,0.00,0.92
489293,14.70,13.84,183,2794,74.90,34.00,9.43,27,0.00,8.56,11.37,14,0.57,0.00,0.0,-6.09,26.72,0.00,0.92
489367,14.70,13.84,183,2842,74.90,34.00,9.54,27,0.00,8.42,11.37,14,0.58,0.00,0.0,-6.09,27.02,0.00,0.92
489439,14.70,13.84,183,2879,74.90,34.00,9.83,27,0.00,8.42,11.37,14,0.58,0.00,0.0,-6.24,27.44,0.00,0.92
489512,14.59,13.84,183,2882,74.90,34.00,9.84,27,0.00,8.42,11.37,14,0.57,0.00,0.0,-6.24,27.44,0.00,0.92
489585,14.47,13.84,183,2882,74.90,34.00,9.84,27,0.00,8.42,11.37,14,0.57,0.00,0.0,-6.24,27.54,0.00,0.92
489659,14.47,13.84,183,2910,74.90,34.50,9.31,27,0.00,8.42,11.37,14,0.57,0.00,0.0,-6.24,27.33,0.00,0.92
489731,14.70,13.84,183,2968,74.90,34.50,9.50,27,0.00,8.42,11.37,14,0.55,0.00,0.0,-6.24,27.65,0.00,0.92
489805,14.47,13.84,183,2984,74.90,35.00,9.55,27,0.00,8.27,11.37,15,0.55,0.00,0.0,-6.38,27.13,0.00,0.92
